year,stock,capture,index
1986,Mugil cephalus,5250,22084
1986,Octopus spp,9337,NA
1986,Opisthonema oglinum,374,NA
1986,Panulirus argus,14319,426
1986,Panulirus argus2,8011,NA
1986,Panulirus argus3,6110,NA
1986,Sardinella aurita,79894,NA
1986,Thunnus atlanticus,11592,NA
1987,Callinectes sapidus,2781,29.2
1987,Centropomus spp,3260,0.123270385
1987,Coryphaena hippurus,6949,NA
1987,Hirundichthys affinis,2592,NA
1987,Lobatus gigas,3953,NA
1987,Lobatus gigas2,739,NA
1987,Lobatus gigas3,3500,NA
1987,Lobatus gigas4,70,NA
1987,Lobatus gigas5,2088,310.12
1987,Lobatus gigas6,14,NA
1987,Lutjanus campechanus,4639,24342.2
1987,Menticirrhus littoralis,286,NA
1987,Mugil cephalus,6827,21215
1987,Octopus spp,8136,NA
1987,Opisthonema oglinum,759,NA
1987,Panulirus argus,14852,484
1987,Panulirus argus2,7529,NA
1987,Panulirus argus3,6954,NA
1987,Sardinella aurita,82759,NA
1987,Thunnus atlanticus,4841,NA
1988,Callinectes sapidus,2777,25
1988,Centropomus spp,3209,0.1577966
1988,Coryphaena hippurus,5223,NA
1988,Hirundichthys affinis,5971,161.6
1988,Lobatus gigas,3735,149.5
1988,Lobatus gigas2,682,NA
1988,Lobatus gigas3,4500,NA
1988,Lobatus gigas4,70,NA
1988,Lobatus gigas5,3143,294.06
1988,Lobatus gigas6,18,NA
1988,Lutjanus campechanus,3663,22039.7
1988,Menticirrhus littoralis,474,NA
1988,Mugil cephalus,6365,19314
1988,Octopus spp,7574,NA
1988,Opisthonema oglinum,1326,NA
1988,Panulirus argus,13350,581
1988,Panulirus argus2,7638,NA
1988,Panulirus argus3,7701,NA
1988,Sardinella aurita,59275,8e+05
1988,Thunnus atlanticus,3626,NA
1989,Callinectes sapidus,2353,35
1989,Centropomus spp,2847,0.08953174
1989,Coryphaena hippurus,14188,NA
1989,Hirundichthys affinis,1532,98.7
1989,Lobatus gigas,1935,110.8
1989,Lobatus gigas2,664,0.156
1989,Lobatus gigas3,5250,NA
1989,Lobatus gigas4,188,NA
1989,Lobatus gigas5,3360,241.82
1989,Lobatus gigas6,28,NA
1989,Lutjanus campechanus,3296,20153.9
1989,Menticirrhus littoralis,489,NA
1989,Mugil cephalus,7827,16938
1989,Octopus spp,12115,NA
1989,Opisthonema oglinum,3413,NA
1989,Panulirus argus,14052,656
1989,Panulirus argus2,7301,6.58
1989,Panulirus argus3,8840,NA
1989,Sardinella aurita,69191,NA
1989,Thunnus atlanticus,3745,38.89
1990,Callinectes sapidus,3189,29
1990,Centropomus spp,1825,0.06639886
1990,Coryphaena hippurus,13223,NA
1990,Hirundichthys affinis,1781,91.2
1990,Lobatus gigas,2513,130.1
1990,Lobatus gigas2,272,0.133
1990,Lobatus gigas3,6000,NA
1990,Lobatus gigas4,306,NA
1990,Lobatus gigas5,2258,344.04
1990,Lobatus gigas6,42,NA
1990,Lutjanus campechanus,5160,18684.4
1990,Menticirrhus littoralis,1244,NA
1990,Mugil cephalus,7479,15354
1990,Octopus spp,15385,NA
1990,Opisthonema oglinum,4295,NA
1990,Panulirus argus,11276,672
1990,Panulirus argus2,6416,6.87
1990,Panulirus argus3,8624,NA
1990,Sardinella aurita,56949,NA
1990,Thunnus atlanticus,4886,1333.33
1991,Callinectes sapidus,2580,28.9
1991,Centropomus spp,2019,0.07234388
1991,Coryphaena hippurus,16100,NA
1991,Hirundichthys affinis,1221,87.9
1991,Lobatus gigas,3068,128.8
1991,Lobatus gigas2,145,NA
1991,Lobatus gigas3,7500,NA
1991,Lobatus gigas4,424,NA
1991,Lobatus gigas5,2687,354.23
1991,Lobatus gigas6,56,NA
1991,Lutjanus campechanus,4999,17214.9
1991,Menticirrhus littoralis,1035,0.0039
1991,Mugil cephalus,6380,14881
1991,Octopus spp,15341,NA
1991,Opisthonema oglinum,3243,NA
1991,Panulirus argus,12335,697
1991,Panulirus argus2,7364,6.27
1991,Panulirus argus3,10755,NA
1991,Sardinella aurita,75182,NA
1991,Thunnus atlanticus,5598,694.44
1992,Callinectes sapidus,2243,25.5
1992,Centropomus spp,2839,0.08631126
1992,Coryphaena hippurus,11885,47.02
1992,Hirundichthys affinis,1635,125.7
1992,Lobatus gigas,2685,124.9
1992,Lobatus gigas2,157,0.092
1992,Lobatus gigas3,11250,NA
1992,Lobatus gigas4,542,1.03
1992,Lobatus gigas5,2327,426.88
1992,Lobatus gigas6,120,NA
1992,Lutjanus campechanus,6741,16371.1
1992,Menticirrhus littoralis,368,0.0032
1992,Mugil cephalus,6573,15043
1992,Octopus spp,16296,NA
1992,Opisthonema oglinum,3688,2619.1
1992,Panulirus argus,11755,677
1992,Panulirus argus2,8221,5.14
1992,Panulirus argus3,10400,51.82
1992,Sardinella aurita,80079,NA
1992,Thunnus atlanticus,5749,161.11
1993,Callinectes sapidus,3940,32.8
1993,Centropomus spp,2975,0.060166873
1993,Coryphaena hippurus,9008,50.37
1993,Hirundichthys affinis,2114,160.2
1993,Lobatus gigas,3953,155.1
1993,Lobatus gigas2,288,0.106
1993,Lobatus gigas3,15000,NA
1993,Lobatus gigas4,660,1.1
1993,Lobatus gigas5,3911,473.25
1993,Lobatus gigas6,180,NA
1993,Lutjanus campechanus,7198,15317.9
1993,Menticirrhus littoralis,362,0.0101
1993,Mugil cephalus,6295,15364
1993,Octopus spp,15790,NA
1993,Opisthonema oglinum,5360,1967.2
1993,Panulirus argus,11529,723
1993,Panulirus argus2,6842,7.15
1993,Panulirus argus3,10809,61
1993,Sardinella aurita,85751,NA
1993,Thunnus atlanticus,4941,133.33
1994,Callinectes sapidus,6072,34.5
1994,Centropomus spp,2942,0.057589706
1994,Coryphaena hippurus,10555,57.23
1994,Hirundichthys affinis,1803,85.5
1994,Lobatus gigas,5198,155.8
1994,Lobatus gigas2,240,0.09
1994,Lobatus gigas3,17250,11652
1994,Lobatus gigas4,713,1.07
1994,Lobatus gigas5,3705,486.73
1994,Lobatus gigas6,250,0.98
1994,Lutjanus campechanus,4903,15099.1
1994,Menticirrhus littoralis,1319,0.0126
1994,Mugil cephalus,6016,16001
1994,Octopus spp,16817,NA
1994,Opisthonema oglinum,2583,2173.9
1994,Panulirus argus,13045,762
1994,Panulirus argus2,7777,6.39
1994,Panulirus argus3,11419,76.79
1994,Sardinella aurita,112540,NA
1994,Thunnus atlanticus,4115,194.44
1995,Callinectes sapidus,5551,23.3
1995,Centropomus spp,4009,0.05701657
1995,Coryphaena hippurus,15270,67.77
1995,Hirundichthys affinis,1943,69.9
1995,Lobatus gigas,3705,163.5
1995,Lobatus gigas2,239,0.113
1995,Lobatus gigas3,15998,NA
1995,Lobatus gigas4,1334,0.77
1995,Lobatus gigas5,5051,467.33
1995,Lobatus gigas6,320,1
1995,Lutjanus campechanus,4714,14462.6
1995,Menticirrhus littoralis,1378,0.0215
1995,Mugil cephalus,7636,16004
1995,Octopus spp,18958,26533.115
1995,Opisthonema oglinum,1098,2200.6
1995,Panulirus argus,12443,791
1995,Panulirus argus2,7725,7.37
1995,Panulirus argus3,11312,71.27
1995,Sardinella aurita,153037,941000
1995,Thunnus atlanticus,5196,194.44
1996,Callinectes sapidus,4591,7.9
1996,Centropomus spp,4268,0.07248658
1996,Coryphaena hippurus,10835,55
1996,Hirundichthys affinis,2276,86
1996,Lobatus gigas,4418,160.2
1996,Lobatus gigas2,249,0.085
1996,Lobatus gigas3,10740,NA
1996,Lobatus gigas4,792,0.85
1996,Lobatus gigas5,5104,461.13
1996,Lobatus gigas6,390,0.9
1996,Lutjanus campechanus,4555,14035.1
1996,Menticirrhus littoralis,1202,0.0236
1996,Mugil cephalus,7882,14976
1996,Octopus spp,28572,28153.307
1996,Opisthonema oglinum,1724,3321.5
1996,Panulirus argus,12306,771
1996,Panulirus argus2,10556,4.2
1996,Panulirus argus3,11817,81.92
1996,Sardinella aurita,153782,701234
1996,Thunnus atlanticus,4375,1105.56
1997,Callinectes sapidus,5340,11.6
1997,Centropomus spp,4447,0.061382547
1997,Coryphaena hippurus,19234,61.22
1997,Hirundichthys affinis,1736,74.6
1997,Lobatus gigas,4860,153.1
1997,Lobatus gigas2,314,0.007
1997,Lobatus gigas3,13658,9781
1997,Lobatus gigas4,1123,0.77
1997,Lobatus gigas5,3905,458.22
1997,Lobatus gigas6,460,0.89
1997,Lutjanus campechanus,4219,13608.3
1997,Menticirrhus littoralis,1379,0.0347
1997,Mugil cephalus,7128,13789
1997,Octopus spp,17776,25329.867
1997,Opisthonema oglinum,1888,2420.3
1997,Panulirus argus,12344,747
1997,Panulirus argus2,9298,6.55
1997,Panulirus argus3,11205,77.12
1997,Sardinella aurita,140571,739571
1997,Thunnus atlanticus,2441,988.89
1998,Callinectes sapidus,4180,NA
1998,Centropomus spp,4007,0.0718417
1998,Coryphaena hippurus,11008,50.53
1998,Hirundichthys affinis,2970,101.1
1998,Lobatus gigas,5025,154.4
1998,Lobatus gigas2,233,0.009
1998,Lobatus gigas3,12750,NA
1998,Lobatus gigas4,1804,0.74
1998,Lobatus gigas5,3905,507.86
1998,Lobatus gigas6,530,0.86
1998,Lutjanus campechanus,3392,12555.1
1998,Menticirrhus littoralis,1862,0.0307
1998,Mugil cephalus,4299,13555
1998,Octopus spp,16478,24611.654
1998,Opisthonema oglinum,1624,2668.6
1998,Panulirus argus,12378,736
1998,Panulirus argus2,8669,NA
1998,Panulirus argus3,10428,78.58
1998,Sardinella aurita,186060,787613
1998,Thunnus atlanticus,3834,905.56
1999,Callinectes sapidus,4041,NA
1999,Centropomus spp,4540,0.066257715
1999,Coryphaena hippurus,14071,55
1999,Hirundichthys affinis,2265,95.9
1999,Lobatus gigas,3540,179.5
1999,Lobatus gigas2,223,0.006
1999,Lobatus gigas3,10245,NA
1999,Lobatus gigas4,1804,0.71
1999,Lobatus gigas5,4175,504.91
1999,Lobatus gigas6,600,0.9
1999,Lutjanus campechanus,3445,11501.9
1999,Menticirrhus littoralis,3054,0.0382
1999,Mugil cephalus,4872,14668
1999,Octopus spp,19081,25997.932
1999,Opisthonema oglinum,1472,2210.6
1999,Panulirus argus,13228,719
1999,Panulirus argus2,11443,6.02
1999,Panulirus argus3,11978,83.71
1999,Sardinella aurita,126468,NA
1999,Thunnus atlanticus,4079,27.78
2000,Callinectes sapidus,4994,NA
2000,Centropomus spp,4163,0.13136604
2000,Coryphaena hippurus,13832,48.14
2000,Hirundichthys affinis,2171,95
2000,Lobatus gigas,5003,179.4
2000,Lobatus gigas2,225,NA
2000,Lobatus gigas3,0,NA
2000,Lobatus gigas4,3010,0.54
2000,Lobatus gigas5,3421,515.15
2000,Lobatus gigas6,670,0.76
2000,Lutjanus campechanus,2726,11075.2
2000,Menticirrhus littoralis,2628,0.0179
2000,Mugil cephalus,5190,14275
2000,Octopus spp,22463,25981.459
2000,Opisthonema oglinum,1243,2140.2
2000,Panulirus argus,11516,695
2000,Panulirus argus2,10908,4.95
2000,Panulirus argus3,11825,63.85
2000,Sardinella aurita,73534,NA
2000,Thunnus atlanticus,2880,138.89
2001,Callinectes sapidus,4001,NA
2001,Centropomus spp,5360,0.030201342
2001,Coryphaena hippurus,13489,51.65
2001,Hirundichthys affinis,2197,89.3
2001,Lobatus gigas,4958,200.7
2001,Lobatus gigas2,201,0.015
2001,Lobatus gigas3,9120,NA
2001,Lobatus gigas4,2892,0.48
2001,Lobatus gigas5,3904,462.88
2001,Lobatus gigas6,740,0.91
2001,Lutjanus campechanus,2717,11063.7
2001,Menticirrhus littoralis,3001,0.0228
2001,Mugil cephalus,4838,12691
2001,Octopus spp,20596,24561.87
2001,Opisthonema oglinum,991,2582.5
2001,Panulirus argus,10575,666
2001,Panulirus argus2,8516,6.46
2001,Panulirus argus3,8879,49.13
2001,Sardinella aurita,112379,NA
2001,Thunnus atlanticus,4941,683.33
2002,Callinectes sapidus,8459,NA
2002,Centropomus spp,6864,0.03895973
2002,Coryphaena hippurus,11720,49.1
2002,Hirundichthys affinis,1937,78.9
2002,Lobatus gigas,3923,203.9
2002,Lobatus gigas2,186,0.028
2002,Lobatus gigas3,7095,10503
2002,Lobatus gigas4,1639,0.58
2002,Lobatus gigas5,4330,423.8
2002,Lobatus gigas6,800,0.99
2002,Lutjanus campechanus,2566,10636.2
2002,Menticirrhus littoralis,2025,0.0177
2002,Mugil cephalus,3545,NA
2002,Octopus spp,16018,23725.965
2002,Opisthonema oglinum,1335,3163.2
2002,Panulirus argus,13047,657
2002,Panulirus argus2,9895,6.46
2002,Panulirus argus3,12370,65.29
2002,Sardinella aurita,158141,NA
2002,Thunnus atlanticus,4247,944.44
2003,Callinectes sapidus,15650,NA
2003,Centropomus spp,8399,0.03412752
2003,Coryphaena hippurus,10614,66.49
2003,Hirundichthys affinis,2111,89.3
2003,Lobatus gigas,4650,180
2003,Lobatus gigas2,166,0.017
2003,Lobatus gigas3,3780,NA
2003,Lobatus gigas4,2008,0.65
2003,Lobatus gigas5,3844,463.57
2003,Lobatus gigas6,868,0.89
2003,Lutjanus campechanus,1003,11042
2003,Menticirrhus littoralis,3326,0.0175
2003,Mugil cephalus,1179,NA
2003,Octopus spp,16103,23007.385
2003,Opisthonema oglinum,925,2829.9
2003,Panulirus argus,8730,680
2003,Panulirus argus2,9802,4.51
2003,Panulirus argus3,12497,71.53
2003,Sardinella aurita,141901,NA
2003,Thunnus atlanticus,2510,116.67
2004,Callinectes sapidus,12600,NA
2004,Centropomus spp,7270,0.021442953
2004,Coryphaena hippurus,9637,51.97
2004,Hirundichthys affinis,1303,42
2004,Lobatus gigas,4335,203.8
2004,Lobatus gigas2,172,0.057
2004,Lobatus gigas3,4125,NA
2004,Lobatus gigas4,2117,0.58
2004,Lobatus gigas5,3473,457.36
2004,Lobatus gigas6,1037,0.51
2004,Lutjanus campechanus,912,NA
2004,Menticirrhus littoralis,4101,0.0351
2004,Mugil cephalus,1685,NA
2004,Octopus spp,24447,25446.643
2004,Opisthonema oglinum,1449,4130.8
2004,Panulirus argus,11095,684
2004,Panulirus argus2,10774,4.64
2004,Panulirus argus3,11866,85.85
2004,Sardinella aurita,200232,NA
2004,Thunnus atlanticus,2542,250
2005,Callinectes sapidus,9601,NA
2005,Centropomus spp,4156,0.019026846
2005,Coryphaena hippurus,10164,47.98
2005,Hirundichthys affinis,1307,78.9
2005,Lobatus gigas,5115,127.8
2005,Lobatus gigas2,158,0.07
2005,Lobatus gigas3,4800,NA
2005,Lobatus gigas4,2339,0.71
2005,Lobatus gigas5,3816,503.75
2005,Lobatus gigas6,845,NA
2005,Lutjanus campechanus,3195,NA
2005,Menticirrhus littoralis,4290,0.0307
2005,Mugil cephalus,3807,NA
2005,Octopus spp,9919,21454.732
2005,Opisthonema oglinum,898,3575.8
2005,Panulirus argus,9618,652
2005,Panulirus argus2,9977,4.2
2005,Panulirus argus3,11193,75.55
2005,Sardinella aurita,108570,NA
2005,Thunnus atlanticus,1696,283.33
2006,Callinectes sapidus,18701,NA
2006,Centropomus spp,4340,0.017516779
2006,Coryphaena hippurus,11165,51.17
2006,Hirundichthys affinis,1065,77
2006,Holothuriidae,5,NA
2006,Lobatus gigas,6383,228.2
2006,Lobatus gigas2,79,0.02
2006,Lobatus gigas3,4875,NA
2006,Lobatus gigas4,1769,NA
2006,Lobatus gigas5,3606,563.22
2006,Lobatus gigas6,1385,NA
2006,Lutjanus campechanus,3337,NA
2006,Menticirrhus littoralis,2410,0.0238
2006,Mugil cephalus,3976,NA
2006,Octopus spp,24047,24945.502
2006,Opisthonema oglinum,233,2536
2006,Panulirus argus,7492,664
2006,Panulirus argus2,9763,3.82
2006,Panulirus argus3,10886,96.12
2006,Sardinella aurita,63426,NA
2006,Thunnus atlanticus,2374,133.33
2007,Callinectes sapidus,17874,NA
2007,Centropomus spp,4371,0.022651007
2007,Coryphaena hippurus,12650,51.81
2007,Hirundichthys affinis,1445,99.7
2007,Holothuriidae,183,4372
2007,Lobatus gigas,2843,139.3
2007,Lobatus gigas2,77,0.157
2007,Lobatus gigas3,4800,7422
2007,Lobatus gigas4,1459,NA
2007,Lobatus gigas5,3950,695.04
2007,Lobatus gigas6,767,NA
2007,Lutjanus campechanus,2893,NA
2007,Menticirrhus littoralis,2443,0.0247
2007,Mugil cephalus,3002,NA
2007,Octopus spp,18730,19198.14
2007,Opisthonema oglinum,208,2742.8
2007,Panulirus argus,8007,724
2007,Panulirus argus2,8408,4.89
2007,Panulirus argus3,9119,74.05
2007,Sardinella aurita,54996,NA
2007,Thunnus atlanticus,2584,138.89
2008,Callinectes sapidus,14942,NA
2008,Centropomus spp,4109,0.027181208
2008,Coryphaena hippurus,10904,51.65
2008,Hirundichthys affinis,2728,159.2
2008,Holothuriidae,195,5774
2008,Lobatus gigas,6435,194
2008,Lobatus gigas2,106,0.021
2008,Lobatus gigas3,3000,NA
2008,Lobatus gigas4,1459,NA
2008,Lobatus gigas5,3104,455.48
2008,Lobatus gigas6,576,NA
2008,Lutjanus campechanus,2574,NA
2008,Menticirrhus littoralis,2654,0.0166
2008,Mugil cephalus,3201,NA
2008,Octopus spp,11355,16139.689
2008,Opisthonema oglinum,497,2201.7
2008,Panulirus argus,9003,788
2008,Panulirus argus2,9952,1.38
2008,Panulirus argus3,8855,67.42
2008,Sardinella aurita,36157,NA
2008,Thunnus atlanticus,2947,72.22
2009,Callinectes sapidus,15000,NA
2009,Centropomus spp,3871,NA
2009,Coryphaena hippurus,12982,54.2
2009,Hirundichthys affinis,2634,NA
2009,Holothuriidae,720,7350
2009,Lobatus gigas,5430,179.2
2009,Lobatus gigas2,71,0.01
2009,Lobatus gigas3,3000,NA
2009,Lobatus gigas4,1413,NA
2009,Lobatus gigas5,4023,353.93
2009,Lobatus gigas6,632,NA
2009,Lutjanus campechanus,2251,NA
2009,Menticirrhus littoralis,1760,0.0177
2009,Mugil cephalus,2712,NA
2009,Octopus spp,23515,NA
2009,Opisthonema oglinum,394,4056.5
2009,Panulirus argus,7339,818
2009,Panulirus argus2,8046,2.35
2009,Panulirus argus3,9272,91.3
2009,Sardinella aurita,48275,160000
2009,Thunnus atlanticus,3554,27.78
2010,Callinectes sapidus,9800,NA
2010,Centropomus spp,4304,NA
2010,Coryphaena hippurus,8601,49.89
2010,Hirundichthys affinis,2641,NA
2010,Holothuriidae,390,3938
2010,Lobatus gigas,5273,192.7
2010,Lobatus gigas2,68,0.038
2010,Lobatus gigas3,3300,NA
2010,Lobatus gigas4,1610,NA
2010,Lobatus gigas5,4642,275.38
2010,Lobatus gigas6,447,NA
2010,Lutjanus campechanus,1055,NA
2010,Menticirrhus littoralis,2411,0.0228
2010,Mugil cephalus,2558,NA
2010,Octopus spp,21038,NA
2010,Opisthonema oglinum,533,3321.5
2010,Panulirus argus,7163,845
2010,Panulirus argus2,8899,3.64
2010,Panulirus argus3,12461,115.55
2010,Sardinella aurita,41912,NA
2010,Thunnus atlanticus,3208,NA
2011,Callinectes sapidus,7620,NA
2011,Centropomus spp,4255,NA
2011,Coryphaena hippurus,12736,53.72
2011,Hirundichthys affinis,1046,NA
2011,Holothuriidae,311,4194
2011,Lobatus gigas,5625,120.5
2011,Lobatus gigas2,78,0.075
2011,Lobatus gigas3,3000,11871
2011,Lobatus gigas4,1304,NA
2011,Lobatus gigas5,3735,269.2
2011,Lobatus gigas6,436,NA
2011,Lutjanus campechanus,1109,NA
2011,Menticirrhus littoralis,1766,0.0166
2011,Mugil cephalus,2808,NA
2011,Octopus spp,25620,NA
2011,Opisthonema oglinum,411,2877.3
2011,Panulirus argus,9182,882
2011,Panulirus argus2,9389,NA
2011,Panulirus argus3,11342,111.13
2011,Sardinella aurita,34753,NA
2011,Thunnus atlanticus,3079,NA
2012,Callinectes sapidus,3062,NA
2012,Centropomus spp,6133,NA
2012,Coryphaena hippurus,11046,54.68
2012,Hirundichthys affinis,430,NA
2012,Holothuriidae,377,4294
2012,Lobatus gigas,5893,126.3
2012,Lobatus gigas2,45,0.059
2012,Lobatus gigas3,4125,NA
2012,Lobatus gigas4,1355,NA
2012,Lobatus gigas5,2524,322.08
2012,Lobatus gigas6,222,NA
2012,Lutjanus campechanus,3227,NA
2012,Menticirrhus littoralis,3128,0.0187
2012,Mugil cephalus,3492,NA
2012,Octopus spp,29548,NA
2012,Opisthonema oglinum,775,4053.6
2012,Panulirus argus,8394,923
2012,Panulirus argus2,10937,NA
2012,Panulirus argus3,11810,93.84
2012,Sardinella aurita,41905,NA
2012,Thunnus atlanticus,3773,NA
2013,Callinectes sapidus,3800,NA
2013,Centropomus spp,5860,NA
2013,Coryphaena hippurus,11644,61.38
2013,Hirundichthys affinis,2050,NA
2013,Holothuriidae,690,4233
2013,Lobatus gigas,5642,NA
2013,Lobatus gigas2,0,0.069
2013,Lobatus gigas3,3750,NA
2013,Lobatus gigas4,1426,NA
2013,Lobatus gigas5,2143,NA
2013,Lobatus gigas6,160,NA
2013,Lutjanus campechanus,3078,NA
2013,Menticirrhus littoralis,2486,0.0137
2013,Mugil cephalus,2777,NA
2013,Octopus spp,23175,NA
2013,Opisthonema oglinum,742,2501.4
2013,Panulirus argus,8568,907
2013,Panulirus argus2,10939,NA
2013,Panulirus argus3,9028,112.57
2013,Sardinella aurita,46000,NA
2013,Thunnus atlanticus,3247,NA
2014,Callinectes sapidus,3900,NA
2014,Centropomus spp,5579,NA
2014,Coryphaena hippurus,11900,66.97
2014,Hirundichthys affinis,1442,NA
2014,Holothuriidae,1191,5633
2014,Lobatus gigas,4178,NA
2014,Lobatus gigas2,285,NA
2014,Lobatus gigas3,3750,NA
2014,Lobatus gigas4,1135,NA
2014,Lobatus gigas5,1236,NA
2014,Lobatus gigas6,140,NA
2014,Lutjanus campechanus,3369,NA
2014,Menticirrhus littoralis,1213,0.0146
2014,Mugil cephalus,3534,NA
2014,Octopus spp,33735,NA
2014,Opisthonema oglinum,1023,2874.3
2014,Panulirus argus,8458,938
2014,Panulirus argus2,10669,NA
2014,Panulirus argus3,9304,101.16
2014,Sardinella aurita,50207,NA
2014,Thunnus atlanticus,2405,NA
2015,Callinectes sapidus,6826,NA
2015,Centropomus spp,7668,NA
2015,Coryphaena hippurus,14438,59.31
2015,Hirundichthys affinis,434,NA
2015,Holothuriidae,1965,4389
2015,Lobatus gigas,4045,NA
2015,Lobatus gigas2,285,NA
2015,Lobatus gigas3,3750,12438
2015,Lobatus gigas4,1188,NA
2015,Lobatus gigas5,1257,NA
2015,Lobatus gigas6,94,NA
2015,Lutjanus campechanus,4211,NA
2015,Menticirrhus littoralis,968,0.0111
2015,Mugil cephalus,4306,NA
2015,Octopus spp,36267,NA
2015,Opisthonema oglinum,642,1668.4
2015,Panulirus argus,7805,920
2015,Panulirus argus2,14276,NA
2015,Panulirus argus3,9434,111.44
2015,Sardinella aurita,79243,NA
2015,Thunnus atlanticus,1875,NA
2016,Callinectes sapidus,7119,NA
2016,Centropomus spp,6399,NA
2016,Coryphaena hippurus,9543,60.74
2016,Hirundichthys affinis,510,NA
2016,Holothuriidae,4724,4419
2016,Lobatus gigas,2696,NA
2016,Lobatus gigas2,285,NA
2016,Lobatus gigas3,3750,NA
2016,Lobatus gigas4,1069,NA
2016,Lobatus gigas5,1493,NA
2016,Lobatus gigas6,196,NA
2016,Lutjanus campechanus,4995,NA
2016,Menticirrhus littoralis,1104,0.0043
2016,Mugil cephalus,6297,NA
2016,Octopus spp,36898,NA
2016,Opisthonema oglinum,1121,2858.5
2016,Panulirus argus,8006,882
2016,Panulirus argus2,13297,NA
2016,Panulirus argus3,11195,117.31
2016,Sardinella aurita,122646,NA
2016,Thunnus atlanticus,2549,NA
2017,Callinectes sapidus,7335,NA
2017,Centropomus spp,8511,NA
2017,Coryphaena hippurus,8262,43.99
2017,Hirundichthys affinis,814,NA
2017,Holothuriidae,5758,NA
2017,Lobatus gigas,3289,NA
2017,Lobatus gigas2,285,NA
2017,Lobatus gigas3,3750,NA
2017,Lobatus gigas4,944,NA
2017,Lobatus gigas5,1857,NA
2017,Lobatus gigas6,121,NA
2017,Lutjanus campechanus,4674,NA
2017,Menticirrhus littoralis,1073,0.0074
2017,Mugil cephalus,4780,NA
2017,Octopus spp,40257,NA
2017,Opisthonema oglinum,1273,2760.7
2017,Panulirus argus,7656,NA
2017,Panulirus argus2,12921,NA
2017,Panulirus argus3,9670,105.54
2017,Sardinella aurita,126400,NA
2017,Thunnus atlanticus,2239,NA
2018,Callinectes sapidus,7335,NA
2018,Centropomus spp,7167,NA
2018,Coryphaena hippurus,10166,46.86
2018,Hirundichthys affinis,820,NA
2018,Holothuriidae,8030,2421
2018,Lobatus gigas,4027,NA
2018,Lobatus gigas2,285,NA
2018,Lobatus gigas3,3750,9268
2018,Lobatus gigas4,1085,NA
2018,Lobatus gigas5,2047,NA
2018,Lobatus gigas6,91,NA
2018,Lutjanus campechanus,5594,NA
2018,Menticirrhus littoralis,1765,0.0101
2018,Mugil cephalus,7053,NA
2018,Octopus spp,41326,NA
2018,Opisthonema oglinum,575,2911.9
2018,Panulirus argus,8263,NA
2018,Panulirus argus2,11376,NA
2018,Panulirus argus3,8791,127.95
2018,Sardinella aurita,126400,NA
2018,Thunnus atlanticus,2252,NA
2019,Callinectes sapidus,7335,NA
2019,Centropomus spp,6760,NA
2019,Coryphaena hippurus,9162,45.11
2019,Hirundichthys affinis,806.02,NA
2019,Holothuriidae,7548.2,2472
2019,Lobatus gigas,3069,NA
2019,Lobatus gigas2,285,NA
2019,Lobatus gigas3,3750,NA
2019,Lobatus gigas4,812,NA
2019,Lobatus gigas5,765,NA
2019,Lobatus gigas6,92.4,NA
2019,Lutjanus campechanus,4164,NA
2019,Menticirrhus littoralis,1107,0.0144
2019,Mugil cephalus,4606,NA
2019,Octopus spp,34458,NA
2019,Opisthonema oglinum,575,4489.9
2019,Panulirus argus,6883.8,NA
2019,Panulirus argus2,11182.65,NA
2019,Panulirus argus3,6354.72,100.36
2019,Sardinella aurita,126400,NA
2019,Thunnus atlanticus,1576,NA
